status,confidence,match_reason,remote_duplicate_group,remote_path,remote_title,remote_artist,remote_album_artist,remote_album,remote_duration_seconds,remote_size_bytes,remote_youtube_id,remote_resolved_youtube_id,remote_spotify_id,remote_musicbrainz_track_id,local_path,local_title,local_artist,local_album_artist,local_album,local_duration_seconds,local_youtube_id,local_resolved_youtube_id,local_spotify_id,local_musicbrainz_track_id
present_same_path,certain,same_path,no,tricot/3/08 エコー - Echo.m4a,エコー - Echo,tricot,tricot,3,227.179,3831379,30a1Wl55DGo,uYWsYwf0zjc,7a7xzmnbRGCvshv01PxZW5,93eb6c91-df6d-461f-bee0-da717db606b6,tricot/3/08 エコー - Echo.m4a,エコー - Echo,tricot,tricot,3,227.200,30a1Wl55DGo,uYWsYwf0zjc,7a7xzmnbRGCvshv01PxZW5,93eb6c91-df6d-461f-bee0-da717db606b6
present_same_path,certain,same_path,no,tricot/3/10 南無 - NAMU.m4a,南無 - NAMU,tricot,tricot,3,166.550,2854178,cHcJPmG52LU,vUr-aytulmM,08vX0pYNSp1CMJuYKCuxIt,a619acac-6c82-45dd-99ca-72a2e69db42a,tricot/3/10 南無 - NAMU.m4a,南無 - NAMU,tricot,tricot,3,166.571,cHcJPmG52LU,vUr-aytulmM,08vX0pYNSp1CMJuYKCuxIt,a619acac-6c82-45dd-99ca-72a2e69db42a
present_same_path,certain,same_path,no,"tricot/3/09 18, 19.m4a","18, 19",tricot,tricot,3,242.027,4078121,Tqpj9gmk8UI,ksRSz-EY_n4,3x8V1Brh7ODYQsRwCup6hx,4aec865e-f10d-4bd6-ba3d-48e21556744a,"tricot/3/09 18, 19.m4a","18, 19",tricot,tricot,3,242.048,Tqpj9gmk8UI,ksRSz-EY_n4,3x8V1Brh7ODYQsRwCup6hx,4aec865e-f10d-4bd6-ba3d-48e21556744a
present_same_path,certain,same_path,no,tricot/3/07 ポークジンジャー - Pork Ginger.m4a,ポークジンジャー - Pork Ginger,tricot,tricot,3,303.766,5086734,h0Q_y54F070,1UrMxQv5INo,3esZYcqWGnECPFrrWpTMVs,1041bcde-373e-4ab9-ba26-b327dd3c4262,tricot/3/07 ポークジンジャー - Pork Ginger.m4a,ポークジンジャー - Pork Ginger,tricot,tricot,3,303.787,h0Q_y54F070,1UrMxQv5INo,3esZYcqWGnECPFrrWpTMVs,1041bcde-373e-4ab9-ba26-b327dd3c4262
present_same_path,certain,same_path,no,tricot/3/01 TOKYO VAMPIRE HOTEL.m4a,TOKYO VAMPIRE HOTEL,tricot,tricot,3,155.158,2592116,nQd-Nj4eH48,FRjNKY5W2Mw,1KXr9vjEvi2Ms7H0lvHkUE,bf96bb28-6464-4409-8dfd-a387c6a2cace,tricot/3/01 TOKYO VAMPIRE HOTEL.m4a,TOKYO VAMPIRE HOTEL,tricot,tricot,3,155.179,nQd-Nj4eH48,FRjNKY5W2Mw,1KXr9vjEvi2Ms7H0lvHkUE,bf96bb28-6464-4409-8dfd-a387c6a2cace
present_same_path,certain,same_path,no,tricot/3/11 MUNASAWAGI.m4a,MUNASAWAGI,tricot,tricot,3,252.630,4253691,MsMKJW0_WMg,TzXnbA1-XMs,1cQBKoArJX3XssEsuccz2M,5f6f16ea-f33e-4fdc-8e6a-cfebc454980f,tricot/3/11 MUNASAWAGI.m4a,MUNASAWAGI,tricot,tricot,3,252.651,MsMKJW0_WMg,TzXnbA1-XMs,1cQBKoArJX3XssEsuccz2M,5f6f16ea-f33e-4fdc-8e6a-cfebc454980f
present_same_path,certain,same_path,yes,tricot/3/12 節約家 - SETSUYAKUKA.m4a,節約家 - SETSUYAKUKA,tricot,tricot,3,278.806,4593949,EFtbqm1EGRI,O7H55Q1K5ZA,0RU6vlFOrZ16c5t1MRpPKW,,tricot/3/12 節約家 - SETSUYAKUKA.m4a,節約家 - SETSUYAKUKA,tricot,tricot,3,278.827,EFtbqm1EGRI,O7H55Q1K5ZA,0RU6vlFOrZ16c5t1MRpPKW,
present_same_path,certain,same_path,no,tricot/3/04 DeDeDe.m4a,DeDeDe,tricot,tricot,3,210.129,3558936,K7Bn_qjKVUs,fTj32AA9smg,68AzhSmdueBmCUaVG2mOwv,6add5afa-6827-4bed-9df7-9ed4635dc4ad,tricot/3/04 DeDeDe.m4a,DeDeDe,tricot,tricot,3,210.150,K7Bn_qjKVUs,fTj32AA9smg,68AzhSmdueBmCUaVG2mOwv,6add5afa-6827-4bed-9df7-9ed4635dc4ad
present_same_path,certain,same_path,no,tricot/3/05 スキマ - SUKIMA.m4a,スキマ - SUKIMA,tricot,tricot,3,316.459,5314922,ODpxVouCRMU,IoCbZRILi4k,1qdQ38T4qQ4h1wvChyFroK,c13de163-8107-4190-90dd-8b3939597b42,tricot/3/05 スキマ - SUKIMA.m4a,スキマ - SUKIMA,tricot,tricot,3,316.480,ODpxVouCRMU,IoCbZRILi4k,1qdQ38T4qQ4h1wvChyFroK,c13de163-8107-4190-90dd-8b3939597b42
present_same_path,certain,same_path,no,tricot/3/03 Yosoiki.m4a,Yosoiki,tricot,tricot,3,236.352,4157317,8uIpplyJToo,RHjYuQsNP2c,2wKhDafYgoDoSHDUgfSHPS,,tricot/3/03 Yosoiki.m4a,Yosoiki,tricot,tricot,3,236.373,8uIpplyJToo,RHjYuQsNP2c,2wKhDafYgoDoSHDUgfSHPS,
present_same_path,certain,same_path,yes,tricot/BAKURO/01 暴露 - BAKURO.m4a,暴露 - BAKURO,tricot,tricot,BAKURO,212.707,4139853,UA8ANrSfcmc,UA8ANrSfcmc,1HB2Q2nO5MHMHVzotjdNAo,2c818d51-cd03-4c8d-b13a-62addfb04367,tricot/BAKURO/01 暴露 - BAKURO.m4a,暴露 - BAKURO,tricot,tricot,BAKURO,212.728,UA8ANrSfcmc,UA8ANrSfcmc,1HB2Q2nO5MHMHVzotjdNAo,2c818d51-cd03-4c8d-b13a-62addfb04367
present_same_path,certain,same_path,yes,tricot/WARP/01 WARP.m4a,WARP,tricot,tricot,WARP,203.199,3748828,zReAAGD4ddo,zReAAGD4ddo,58mW6QlUGVLJgYH4pvGjsT,6f9a2361-c878-4df0-a5e6-1ed7b66d970a,tricot/WARP/01 WARP.m4a,WARP,tricot,tricot,WARP,203.219,zReAAGD4ddo,zReAAGD4ddo,58mW6QlUGVLJgYH4pvGjsT,6f9a2361-c878-4df0-a5e6-1ed7b66d970a
present_same_path,certain,same_path,yes,tricot/E/01 E.m4a,E,tricot,tricot,E,239.294,3831531,uvMyCFAVIqs,uvMyCFAVIqs,6jO5Hf088cAcKw4dYVk8Qw,,tricot/E/01 E.m4a,E,tricot,tricot,E,239.315,uvMyCFAVIqs,uvMyCFAVIqs,6jO5Hf088cAcKw4dYVk8Qw,
present_same_path,certain,same_path,yes,tricot/99.974/01 99.974℃.m4a,99.974℃,tricot,tricot,99.974,274.948,4544019,1zez30Rj82g,GA-2qZIKoDQ,1bhmtYR8dE9XtRAJzQwbZe,170e4919-d04d-4cd1-baae-6c112eb94032,tricot/99.974/01 99.974℃.m4a,99.974℃,tricot,tricot,99.974,274.969,1zez30Rj82g,GA-2qZIKoDQ,1bhmtYR8dE9XtRAJzQwbZe,170e4919-d04d-4cd1-baae-6c112eb94032
present_same_path,certain,same_path,yes,tricot/Aquarium/01 アクアリウム - Aquarium.m4a,アクアリウム - Aquarium,tricot,tricot,Aquarium,241.952,3962147,FiQUee5NYr4,sLoG0o0Kc_w,0tU3Q2nmXeRthdgMSa8W0U,8ceaca91-a5b2-4771-a56a-952d680ec78d,tricot/Aquarium/01 アクアリウム - Aquarium.m4a,アクアリウム - Aquarium,tricot,tricot,Aquarium,241.973,FiQUee5NYr4,sLoG0o0Kc_w,0tU3Q2nmXeRthdgMSa8W0U,8ceaca91-a5b2-4771-a56a-952d680ec78d
present_same_path,certain,same_path,no,tricot/School Children and the Cosmo/01 G.N.S - G. N. S.m4a,G.N.S - G. N. S,tricot,tricot,School Children and the Cosmo,226.302,3767752,HrjCQ1eyjxs,br0q0ETvMy0,3JeyFYyws9JK23Df1IfGuj,32318a2f-d099-4d8f-898d-7285dd8f7986,tricot/School Children and the Cosmo/01 G.N.S - G. N. S.m4a,G.N.S - G. N. S,tricot,tricot,School Children and the Cosmo,226.323,HrjCQ1eyjxs,br0q0ETvMy0,3JeyFYyws9JK23Df1IfGuj,32318a2f-d099-4d8f-898d-7285dd8f7986
present_same_path,certain,same_path,no,tricot/School Children and the Cosmo/06 Matsuri.m4a,Matsuri,tricot,tricot,School Children and the Cosmo,139.760,2521082,yOGD0wH78eg,yOGD0wH78eg,7HDo0peRJkDuXC8opEd7qE,53fa2984-3421-46f1-a8e8-e8c9dda14eb4,tricot/School Children and the Cosmo/06 Matsuri.m4a,Matsuri,tricot,tricot,School Children and the Cosmo,139.781,yOGD0wH78eg,yOGD0wH78eg,7HDo0peRJkDuXC8opEd7qE,53fa2984-3421-46f1-a8e8-e8c9dda14eb4
present_same_path,certain,same_path,no,tricot/A N D/02 tricot - WKWK SKETCHBOOK.m4a,tricot - WKWK SKETCHBOOK,tricot,tricot,A N D,137.110,2433559,6PA_Bnh2B3s,6PA_Bnh2B3s,5NPurHdE7n7TNSTTLZNDE1,,tricot/A N D/02 tricot - WKWK SKETCHBOOK.m4a,tricot - WKWK SKETCHBOOK,tricot,tricot,A N D,137.131,6PA_Bnh2B3s,6PA_Bnh2B3s,5NPurHdE7n7TNSTTLZNDE1,
present_same_path,certain,same_path,no,tricot/A N D/06 消える - Kieru.m4a,消える - Kieru,tricot,tricot,A N D,275.707,4802018,8MPn6WakW9g,8MPn6WakW9g,4LGnc8OsPcDnctkXwU4nZw,a9e50485-b1a3-4bf7-b95e-ae76e0998079,tricot/A N D/06 消える - Kieru.m4a,消える - Kieru,tricot,tricot,A N D,275.728,8MPn6WakW9g,8MPn6WakW9g,4LGnc8OsPcDnctkXwU4nZw,a9e50485-b1a3-4bf7-b95e-ae76e0998079
present_same_path,certain,same_path,no,tricot/A N D/09 庭 - Niwa.m4a,庭 - Niwa,tricot,tricot,A N D,199.427,3543594,_uQd1KiTFqU,_uQd1KiTFqU,4IHeCGTVub99ztcfA7iVdT,ab6f23d7-f475-4699-b7f7-779a0d690e0c,tricot/A N D/09 庭 - Niwa.m4a,庭 - Niwa,tricot,tricot,A N D,199.448,_uQd1KiTFqU,_uQd1KiTFqU,4IHeCGTVub99ztcfA7iVdT,ab6f23d7-f475-4699-b7f7-779a0d690e0c
present_same_path,certain,same_path,yes,tricot/A N D/12 Break.m4a,Break,tricot,tricot,A N D,242.510,4122322,q3D-yKRRt5s,ytFIwMyNoJ8,6ceSg6RqlWb0Ea7iIXthye,0374307e-02b2-45d8-a7e1-d31c3b18d296,tricot/A N D/12 Break.m4a,Break,tricot,tricot,A N D,242.531,q3D-yKRRt5s,ytFIwMyNoJ8,6ceSg6RqlWb0Ea7iIXthye,0374307e-02b2-45d8-a7e1-d31c3b18d296
present_same_path,certain,same_path,no,tricot/A N D/11 QFF.m4a,QFF,tricot,tricot,A N D,415.507,7097662,HUeBpAvMNVk,HUeBpAvMNVk,6BWHvbJ4vLRu7MsnqSuOv4,c03c6cad-ce29-4a40-b55e-ccf1746f1a84,tricot/A N D/11 QFF.m4a,QFF,tricot,tricot,A N D,415.528,HUeBpAvMNVk,HUeBpAvMNVk,6BWHvbJ4vLRu7MsnqSuOv4,c03c6cad-ce29-4a40-b55e-ccf1746f1a84
present_same_path,certain,same_path,no,tricot/A N D/08 食卓 - Shoku-taku.m4a,食卓 - Shoku-taku,tricot,tricot,A N D,255.227,4478276,30lz4e2ehdU,30lz4e2ehdU,,ab08bb52-ad43-48c9-8828-a9df9f34d0ea,tricot/A N D/08 食卓 - Shoku-taku.m4a,食卓 - Shoku-taku,tricot,tricot,A N D,255.248,30lz4e2ehdU,30lz4e2ehdU,,ab08bb52-ad43-48c9-8828-a9df9f34d0ea
present_same_path,certain,same_path,no,tricot/A N D/01 Noradrenaline.m4a,Noradrenaline,tricot,tricot,A N D,243.920,4304310,NP4VCmzwGsk,NP4VCmzwGsk,5kmoIwORpT285fyBhdHvR8,7e550c20-aae4-48d7-95f7-7857ec84725c,tricot/A N D/01 Noradrenaline.m4a,Noradrenaline,tricot,tricot,A N D,243.941,NP4VCmzwGsk,NP4VCmzwGsk,5kmoIwORpT285fyBhdHvR8,7e550c20-aae4-48d7-95f7-7857ec84725c
present_same_path,certain,same_path,no,tricot/A N D/10 CBG.m4a,CBG,tricot,tricot,A N D,192.267,3424083,4fr-P7tUT8Q,4fr-P7tUT8Q,2asLm76AgL3wRapBOcxqf1,7b24a43a-8e21-4fc8-8ccd-65cd367424f8,tricot/A N D/10 CBG.m4a,CBG,tricot,tricot,A N D,192.288,4fr-P7tUT8Q,4fr-P7tUT8Q,2asLm76AgL3wRapBOcxqf1,7b24a43a-8e21-4fc8-8ccd-65cd367424f8
present_same_path,certain,same_path,yes,tricot/A N D/03 E.m4a,E,tricot,tricot,A N D,239.294,3903864,uvMyCFAVIqs,Rrsp2pADdTQ,6jO5Hf088cAcKw4dYVk8Qw,76e9c0b4-705d-4c8d-8360-9560c7eca6fb,tricot/A N D/03 E.m4a,E,tricot,tricot,A N D,239.315,uvMyCFAVIqs,Rrsp2pADdTQ,6jO5Hf088cAcKw4dYVk8Qw,76e9c0b4-705d-4c8d-8360-9560c7eca6fb
present_same_path,certain,same_path,no,tricot/A N D/04 色の無い水槽 - Colorless Aquarium.m4a,色の無い水槽 - Colorless Aquarium,tricot,tricot,A N D,175.600,3211734,X5ljmlQ76hY,X5ljmlQ76hY,,4be68e3b-413a-43f8-a74f-9bc973ff59a0,tricot/A N D/04 色の無い水槽 - Colorless Aquarium.m4a,色の無い水槽 - Colorless Aquarium,tricot,tricot,A N D,175.621,X5ljmlQ76hY,X5ljmlQ76hY,,4be68e3b-413a-43f8-a74f-9bc973ff59a0
present_same_path,certain,same_path,no,tricot/T H E/10 タラッタラッタ - Tarattaratta.m4a,タラッタラッタ - Tarattaratta,tricot,tricot,T H E,293.214,4957845,UtYe13PrPyM,UtYe13PrPyM,5vxvGloL8a45hF0Y1iZl2I,b093d630-516a-445b-9f84-1ab215a46a62,tricot/T H E/10 タラッタラッタ - Tarattaratta.m4a,タラッタラッタ - Tarattaratta,tricot,tricot,T H E,293.235,UtYe13PrPyM,UtYe13PrPyM,5vxvGloL8a45hF0Y1iZl2I,b093d630-516a-445b-9f84-1ab215a46a62
present_same_path,certain,same_path,yes,tricot/T H E/04 おもてなし - Omotenashi.m4a,おもてなし - Omotenashi,tricot,tricot,T H E,210.257,3516593,8RnoV1XZRFw,8RnoV1XZRFw,1ltBCWKsPWh0IfnJ9lQGnV,,tricot/T H E/04 おもてなし - Omotenashi.m4a,おもてなし - Omotenashi,tricot,tricot,T H E,210.278,8RnoV1XZRFw,8RnoV1XZRFw,1ltBCWKsPWh0IfnJ9lQGnV,
present_same_path,certain,same_path,yes,tricot/T H E/13 おやすみ - Oyasumi.m4a,おやすみ - Oyasumi,tricot,tricot,T H E,211.755,3614888,h2ydFHebKgQ,h2ydFHebKgQ,5I69tId73dLeUUvj6G9rYL,,tricot/T H E/13 おやすみ - Oyasumi.m4a,おやすみ - Oyasumi,tricot,tricot,T H E,211.776,h2ydFHebKgQ,h2ydFHebKgQ,5I69tId73dLeUUvj6G9rYL,
present_same_path,certain,same_path,no,tricot/T H E/05 Artsick.m4a,Artsick,tricot,tricot,T H E,302.440,5085258,G9xfiwX803U,G9xfiwX803U,7Jzw6ZqrFefr5KlrQzgGJr,421a6e4c-c57e-4791-a508-caff1758089f,tricot/T H E/05 Artsick.m4a,Artsick,tricot,tricot,T H E,302.461,G9xfiwX803U,G9xfiwX803U,7Jzw6ZqrFefr5KlrQzgGJr,421a6e4c-c57e-4791-a508-caff1758089f
present_same_path,certain,same_path,no,tricot/T H E/07 おちゃんせんすぅす - Ochansensu-Su.m4a,おちゃんせんすぅす - Ochansensu-Su,tricot,tricot,T H E,196.755,3089514,d6rxGmvQPLU,TAoSGHV98gM,7qk95J6D6Of8r64vUIDto9,d333c1c3-09ed-4a50-88f6-d6888d873670,tricot/T H E/07 おちゃんせんすぅす - Ochansensu-Su.m4a,おちゃんせんすぅす - Ochansensu-Su,tricot,tricot,T H E,196.776,d6rxGmvQPLU,TAoSGHV98gM,7qk95J6D6Of8r64vUIDto9,d333c1c3-09ed-4a50-88f6-d6888d873670
present_same_path,certain,same_path,yes,tricot/T H E/09 99.974℃.m4a,99.974℃,tricot,tricot,99.974,274.948,4544019,1zez30Rj82g,GA-2qZIKoDQ,1bhmtYR8dE9XtRAJzQwbZe,170e4919-d04d-4cd1-baae-6c112eb94032,tricot/T H E/09 99.974℃.m4a,99.974℃,tricot,tricot,T H E,274.969,1zez30Rj82g,1zez30Rj82g,1bhmtYR8dE9XtRAJzQwbZe,
present_same_path,certain,same_path,no,tricot/T H E/06 C&C.m4a,C&C,tricot,tricot,T H E,188.040,3244894,cNe4Za-amBk,cNe4Za-amBk,5b3L1LA18fP8D97d7WjreA,922d8768-267f-4633-a7a8-bf250d1d2722,tricot/T H E/06 C&C.m4a,C&C,tricot,tricot,T H E,188.061,cNe4Za-amBk,cNe4Za-amBk,5b3L1LA18fP8D97d7WjreA,922d8768-267f-4633-a7a8-bf250d1d2722
present_same_path,certain,same_path,no,tricot/T H E/12 Swimmer.m4a,Swimmer,tricot,tricot,T H E,267.547,4542619,TD6GtNmap84,TD6GtNmap84,1NWtbuB1HwYuLu4ANqxG0M,46126cd6-a84f-4731-97a2-128648bbc360,tricot/T H E/12 Swimmer.m4a,Swimmer,tricot,tricot,T H E,267.568,TD6GtNmap84,TD6GtNmap84,1NWtbuB1HwYuLu4ANqxG0M,46126cd6-a84f-4731-97a2-128648bbc360
present_same_path,certain,same_path,no,tricot/T H E/01 Pool Side.m4a,Pool Side,tricot,tricot,T H E,61.760,1178741,x9RqPy5bH7U,x9RqPy5bH7U,1bQu3S9Au6lY3RQ9TbxL3R,39a3e00c-5605-43c2-b6f7-e60ace1e0b15,tricot/T H E/01 Pool Side.m4a,Pool Side,tricot,tricot,T H E,61.781,x9RqPy5bH7U,x9RqPy5bH7U,1bQu3S9Au6lY3RQ9TbxL3R,39a3e00c-5605-43c2-b6f7-e60ace1e0b15
present_same_path,certain,same_path,no,tricot/T H E/08 初耳 - Hatsumimi.m4a,初耳 - Hatsumimi,tricot,tricot,T H E,238.054,4072838,lqql6pVgIzU,lqql6pVgIzU,1jCS7yVL3BO6XqSIfXQ3MT,bce4b7ec-b630-4c5f-bd30-e60b822cc89e,tricot/T H E/08 初耳 - Hatsumimi.m4a,初耳 - Hatsumimi,tricot,tricot,T H E,238.075,lqql6pVgIzU,lqql6pVgIzU,1jCS7yVL3BO6XqSIfXQ3MT,bce4b7ec-b630-4c5f-bd30-e60b822cc89e
present_same_path,certain,same_path,no,tricot/T H E/02 Pool.m4a,Pool,tricot,tricot,T H E,261.910,4339757,TZjTXh_zaXc,oxCe5Nx9XBk,6qL7sccU4FQS6zUgKCzNu6,b2e2b4ad-c35f-4898-a346-4ba31148a4f3,tricot/T H E/02 Pool.m4a,Pool,tricot,tricot,T H E,261.931,TZjTXh_zaXc,oxCe5Nx9XBk,6qL7sccU4FQS6zUgKCzNu6,b2e2b4ad-c35f-4898-a346-4ba31148a4f3
present_same_path,certain,same_path,no,tricot/T H E/11 CGPP.m4a,CGPP,tricot,tricot,T H E,226.134,3852003,YnzCirJIfrI,YnzCirJIfrI,1KyaOlvdJopOUx0NHWIhic,00da4e8c-0780-46f1-8002-84a74d032275,tricot/T H E/11 CGPP.m4a,CGPP,tricot,tricot,T H E,226.155,YnzCirJIfrI,YnzCirJIfrI,1KyaOlvdJopOUx0NHWIhic,00da4e8c-0780-46f1-8002-84a74d032275
present_same_path,certain,same_path,yes,tricot/Omae/01 おまえ - Omae.m4a,おまえ - Omae,tricot,tricot,Omae,163.403,2932587,q2hZ0spqsi4,q2hZ0spqsi4,2a5sX1m7bWq4SHL8AvbAi2,1ec7a88e-9a64-4b33-a79c-9c9f2dce2a7d,tricot/Omae/01 おまえ - Omae.m4a,おまえ - Omae,tricot,tricot,Omae,163.424,q2hZ0spqsi4,q2hZ0spqsi4,2a5sX1m7bWq4SHL8AvbAi2,1ec7a88e-9a64-4b33-a79c-9c9f2dce2a7d
present_same_path,certain,same_path,yes,tricot/KAYOKO/02 カヨコ - Instrumental - KAYOKO - Instrumental.m4a,カヨコ - Instrumental - KAYOKO - Instrumental,tricot,tricot,KAYOKO,248.640,4261668,3fX9ETUy4OE,aaUIG1tetfc,6ST1C3wNvhua8G4GbZC7f5,4e52eeb4-5918-4b23-8acd-dbde0a5023d2,tricot/KAYOKO/02 カヨコ - Instrumental - KAYOKO - Instrumental.m4a,カヨコ - Instrumental - KAYOKO - Instrumental,tricot,tricot,KAYOKO,248.661,3fX9ETUy4OE,aaUIG1tetfc,6ST1C3wNvhua8G4GbZC7f5,4e52eeb4-5918-4b23-8acd-dbde0a5023d2
